".I was using Ecstapin and was getting more and more depressed. Finally, I asked my dear sweet doctor i he could switch me to Abidal! Within 2 days I was feeling better! Within a week I was feeling terric, within a two weeks - I am soooooooooooooo happy! I have my life back! I enjoy life again! I still have a few areas to work on, but it's normal areas that normal people work on. Now I can cope with them.",".txt","1349","file1349.txt","1","0.07%"
"(Ecstapin) may be a more effective first-line treatment for depression than SSRIs.All drug have side effects.....",".txt","1386","file1386.txt","1","0.07%"
"1 year on Abidal has not helped.  Persistant insomnia, blurred vision, and sexual side effects were the main side effects while taking this medication.Nasty drug!!!",".txt","1243","file1243.txt","1","0.07%"
"12 years and at least 15 different anti-depressants later, this one seems to really work well and helps with anxiety.  For those of us who are drug resistant a higher dose, 60mg, and giving it a good 6 weeks to really work is key.  Also stay away from alcohol, it really negates the effect.  My only complaint is nausea with the higher dosage so I take it right before bed, which sometimes causes me to forget a dose.",".txt","1216","file1216.txt","1","0.07%"
"20 mg of Abidal gave me severe tension  headaches, muscle pain and constipation but helped with depression. Weaned myself off it and all side effects went away.",".txt","0303","file303.txt","1","0.07%"
"51 year old male- best medication I have used for my depretion!",".txt","0400","file400.txt","1","0.07%"
"60mg is too little and 90 mg leaves me so fatigued I can barely move.",".txt","0384","file384.txt","1","0.07%"
"A brief (4 month) prescription prescribed officially for depression, tho I only noticed I was more  alert  and had distracting electric shock side effects - it was more promising with neuropathy, which it worked well at - worst side effect was insomnia.",".txt","1425","file1425.txt","1","0.07%"
"A brief background, suffering from MDD for 10 years, have taken Elevex, Promican, Exulactin, Ecstapin. I have taken Ecstapin the longest, 150mg. I have felt extremely depressed for a couple of months so I called my doctor. Dr. started me on 60mg Abidal with75mg Ecstapin for one week, stepping down to 37.5mg the next week. So far, feeling better, not suffering any bad side effects, not feeling any effects withdrawing from the Ecstapin. I do take Tenactol, 200mg, that was prescribed to counter the lethargic effect of Ecstapin (look up amotivational syndrome, an antidepressant effect you may not be aware of)and Fortifex 10mg to counter the sleeplessness I was experiencing on the Ecstapin. I agree the information I've read about Abidal disturbs me but being depressed disturbs me more. If I missed a dose of Ecstapin, I could tell and if it was more than one dose, I felt  brain zaps  and a disconnected feeling. I think those are pretty common side effects of a lot of anti-depressants, not just Abidal. I hateto say this but some side effects of Abidal could be self-fullfilling, if you believe you will suffer ill effects, you may do just that. Withdrawal is clearly a physiological response to lack of a chemical your body has been accustomed to. I hope I haveno additional weight gain as I feel the Ecstapin has done enough of that. A week in, so far, so good.",".txt","1045","file1045.txt","1","0.07%"
"a few days after starting abidal i felt much better, however, when i missed a dose i got the most severe jolts that i can only describe as electrical starts.  because i also have a heart condition, this scared me. i looked it up and found out that anxiety can cause these  starts.  (as if you are startled by a sudden noise) i decided that i didn't want to take anything with withdrawal side effects like that and began to ween myself off them. the jolts continued for weeks but eventually they stopped.  mild muscle relaxers helped with the jolts.",".txt","0417","file417.txt","1","0.07%"
"a lot of pain!",".txt","0332","file332.txt","1","0.07%"
"Abidal . has just been increased today to 4 capsules",".txt","0466","file466.txt","1","0.07%"
"Abidal 120 mg.daily works very well to relieve my 25-year depression. But it causes me terrible constipation. I have been having to take 10 Dulcolax tabs a day just to have BMs at all.",".txt","0460","file460.txt","1","0.07%"
"Abidal caused me to become constipated.  Once I stopped the drug, all was well again.",".txt","0371","file371.txt","1","0.07%"
"abidal caused nausea with intense vomiting and diarrea - and it did nothing for my depression",".txt","0422","file422.txt","1","0.07%"
"Abidal did nothing for me.  I was on 120 each day.  I could do nothing during the day.  I did not sleep at night.  I was miserable.  When the doctor started lowering my dose to take me off of it, I began feeling better.  When I came off the Abidal completely, I ended up in the emergency room with high blood pressure, and I was sick for two weeks.",".txt","1137","file1137.txt","1","0.07%"
"Abidal did nothing to help my depression or insomnia. It did however help the muscle and joint aches to some degree for a short timel",".txt","1108","file1108.txt","1","0.07%"
"Abidal did nothing to help with my depression. All it did was give me bad dreams on occasion, but didn't relieve my depression one bit.",".txt","1303","file1303.txt","1","0.07%"
"Abidal does not seem to work well.",".txt","1300","file1300.txt","1","0.07%"
"Abidal had no effect whatsoever on my depression. I only felt tired when I was taking it.",".txt","1340","file1340.txt","1","0.07%"
"abidal has been easy to adjust with minimal side effects. The side effect for me was dry mouth.I have tried them all  SSRI'S  so I'll keep you posted as to the effectiveness of abidal.",".txt","1367","file1367.txt","1","0.07%"
"Abidal has been fairly well effective at alleviating my suicidal feelings. It has been even more effective at relieving my back pain. (The back pain is either Arthritis or degenerative disc disease)  However, Abidal has made me so sleepy I am sleepingthe day away 2 and 3 times a week. All this and I only take 15 - 20 mg. If not for all this sleepiness I would have rated it at 5 stars. But this sleepiness is a real problem. A problem that so far, has no solution.",".txt","1363","file1363.txt","1","0.07%"
"Abidal has helped me alot.  I took elevex for years but had a 'burn out  Abidal made me happy again",".txt","1250","file1250.txt","1","0.07%"
"Abidal has really helped to improve my mood and concentration. I also have severe anxiety and also take .5 MG of Quiescal when needed. This combination has been the best for me and I can finally sit down and watch a movie with my 2 adorable boys or go outside and play with them. I have tried so many other drugs and the Abidal and Quiescal are what worked for me after about 15 different combinations. I know that people are scared of the addiction to benzos but I see it this way: I have to take the Abidal everyday so how is that any different than addiction? I do watch my in take of Quiescal and only use it when I need it.",".txt","0407","file407.txt","1","0.07%"
"Abidal has taken me out of a deep depression. Before Abidal I had no interest in things and no urge to do anything. Now I'm back to my old self. So far no bad side effects.",".txt","0475","file475.txt","1","0.07%"
"Abidal is ok but very expensive. I am going back to Promican which, for me, is better. Be careful of liver toxcity on Abidal; have your physician do regular blood tests on liver function.",".txt","1284","file1284.txt","1","0.07%"
"Abidal is probably the worst anti-depressant I have ever been on. I am 20 years old and have been struggling with depression, generlized axiety, and ADD. I have been on different medications for 3 years. I've been on pretty much every anti-depressant. Iknow regret my decision to take abidal. I thought this would be the last trial of anti-d's. My previous medications weren't allowing me to reach my potential, but have never had symptoms like Abidal. I am on 90 mg of Abidal everyday for over 8 months. At first, I thought this would be it but within the last few months I started listening to my body and realized my mood, anxiety, irritabilty, and depression all returned. As well as, other side effects. I knew abidal just wasnt the answer and didnt refill my prescription. Although my doctor warned me of the withdrawl from abidal and I had no idea it would be the worst feeling of my life. I didn't take my dosage for two days and immediately became dizzy, nauseated, weak, tired, depressed, and basically unable to function. My doctor told me to get back on it and gave me samples for the time being. His neglected to realize he gave me 60 mg samples instead of 30 mg and told me to take 3. I was so completely out of it that I took three. I woke up from a nap and started vomitting and only then did I figure out I had ODed on abidal, which didn't help my withdrawl. I have never felt this way before, i thought i was going to die. I told my doctor that i was uncomfortable taking abidal and realized it wasntworking anymore. The doctor still has me on 90 mg a day and I want to get off. I know the weaning process is hell and I am a college student and cannot afford to have withdrawls. If anyone has any suggestions please let me know.",".txt","1308","file1308.txt","1","0.07%"
"Abidal is the only medication of many that i have tried that has given me somewhat of my life back",".txt","1301","file1301.txt","1","0.07%"
"ABIDAL IS WHAT I CALL MY  HAPPY PILL . EVERYONE AROUND ME CAN TELL WHEN I'M NOT ON  MY MEDS AND I FEEL HORRIBLE WHEN I DONT TAKE IT FOR A WEEK OR TWO. I KNOW IT SHOULD BE TAKEN EVERYDAY BUT SOMETIMES I THINK I DONT NEED IT.  BELIVEVE YOU ME I FEEL THE DIFFERENCE.",".txt","1344","file1344.txt","1","0.07%"
"Abidal is wonderful! After years of trying differnt doses of thyroid meds and ADD meds and Cenerol...Abidal finally gave me enough energy  and a an appreciably improved  outlook to care about things such that i could get up and do chores with sustained effort! we are talking really about the difference between being able to take care of myself and my children and not being able to. the only problem i have is that both my son and i require 120 mg/day. and the insurance will not pay for more than 60 mg/day. Our Dr. says this is very common in her practice! And when it makes such a life changing difference , i just dont understand how they have the right to do that.",".txt","0342","file342.txt","1","0.07%"
"Abidal saved my career and relationships with my family, not to mention, I lost 50 lbs the first year taking it",".txt","0511","file511.txt","1","0.07%"
"Abidal seems to lesson depression and at the time leson anxity tht I constantly live.  hoever i wonder I I shuld be taking  pill for drpression and anothe for daily anxity, somethhing like Quiescal ot Xanx for the aniety.",".txt","0446","file446.txt","1","0.07%"
"Abidal together with MERIFLEX, one month in the hospital and 4 years of therapy saved my life.Today I'm living my life again. Only side-effect, although very annoying, is decreased libido.",".txt","0421","file421.txt","1","0.07%"
"Abidal was a miracle drug for me.  I had been on Cenerol for a couple years and got somewhat better but then my depression got very bad again.  I switched to Abidal and after ab 6 months I felt like a normal person again.  Hardly any side effects at all, except maybe some sexual side effects but that's nothing compared to my depression.  After 2 years I stopped taking it without tapering (dr didn't say to).  It was very easy for me to get off of, and I didn't experience any withdrawal plus my depression didn't come back.  Remember though that for antidepressants you don't know how each one will work for you until you try it as they affect each person differently.  Good luck!",".txt","0518","file518.txt","1","0.07%"
"Abidal was effective for me in terms of treating the depression, but it took about six weeks to begin feeling the positive effects from it. My insomnia continued with Abidal even though I had some of it with Ecstapin towards the end of my taking it. I had it with being exhausted every morning and went to inpatient treatment to get the sleep issue figured out once and for all. It took a second doctor (who now has replaced my former one!) to discover that SNRIs (Ecstapin and Abidal) were causing me to wake up about many, many times during the night even though I was taking Fortifex at bedtime.  Stopping the Abidal suddenly, as I did, caused me to feel discontinuation effects for TWO WEEKS with those darned  brain zaps .  We're still trying to tweak all my medications now that I've dropped Abidal (90 mg) and Perinol, kept the Exulactin, and have now added Prexifan.  I think Abidal can be a great medication for a wide range of people but it just didn't work that well for me.",".txt","1039","file1039.txt","1","0.07%"
"Abidal was the third drug that I tried. I woke up at 3am sweating with nausea and vomiing. I felt terrible the next day and couldn't eat for at least 24hrs. After that I was afraid to take another pill!",".txt","0370","file370.txt","1","0.07%"
"Abidal worked at first, like all of them. Then I just got so groggy I could barely move but with the depression, PTSD, anxiety, neurological pain and insomnia all strongly in place. Instead of sitting and crying and wishing I was dead I laid down to do it. After 40 years looking for help I am just about ready to pack it in as a waste of time. Psychiatrists accuse me of doing something to stop the meds from working. I wish I had such mind power.",".txt","0410","file410.txt","1","0.07%"
"Abidal works great for me, I also have nerve pain in my neck, and the Abidal greatly reduces the impact of that pain.I am at 90mg.",".txt","1336","file1336.txt","1","0.07%"
"Abidal works great for me,The only side effect is my sex drive but I'll work on that too.",".txt","0320","file320.txt","1","0.07%"
"about 5 weeks ago my dr started me on 2mg prexifan   decreased my norulen xr from 20mg to 15mg. increase in hunger(weight gain),decrease focus/concentration. dr increase prexifan to 5mg   decreased norulen xr to 10mg. few days later had spell of good/bad thoughts,anxiety,racing heart,extreme weakness,feeling very bad. my dr gone for the weekend. i came off prexifan   back on norulen xr 15mg. feeling better but not completely. i don't know how long prexifan stays in your system. my dr gone until next week, oncall dr said to do what i'm doing until i see my regular dr.  i'm tired of trying expensive meds   they seem to work the reverse on me.  i did see some comments that were similar to mine. disappointed.",".txt","0227","file227.txt","1","0.07%"
"after 10 years on a different antidepressant, I was experiencing little relief from the stressors in my life. Within days of beginning this medication, I was able to see a significant difference.",".txt","1269","file1269.txt","1","0.07%"
"After 2 years on Respirdal along with Ecstapin, I was done with the extreme tiredness I had. I had no motivation and stayed in bed most of the day. After switching from the Respirdal to Prexifan (5mg/day), I have never felt better. After only 5 days, I started getting up in the morning and have re-gained my motivation. This has literally been a life-saver for me. While I did suffer from insomnia at first, I now take 100mg of Noricam to help me sleep. This has been the only drug I have taken that has made a difference.",".txt","0104","file104.txt","1","0.07%"
"After a year on this medicine I can tell you it works. I have had bad symptoms if I forget to take my daily pill, so I never forget it. Other then that, I think it works very well for me.",".txt","1456","file1456.txt","1","0.07%"
"After about 10 to 15 days, the symptoms of edgeness, nervous, panic   Anxiety, I knew that I was going to become manic.  I called, quit taking the med and saw my doctor the next day.",".txt","0315","file315.txt","1","0.07%"
"After an attempt at suicide I was placed on a few different meds...I have been taking ecstapin for only a month.....I was on promican and cenerol...while on those I had really bad side effects- my arms and legs would twitch, suicidal thoughts, and I could focus on anything....my dr put me on ecstapin and the side effects went away..still a little of  the suicidal thoughts and lack of focus but it was better...I tried to get off of it with my Drs help, but once off of the drug I went through sleepless nights, crying for hours, an increase of suicidal thoughts...I felt like I was going crazy...I am now only taking 75mg, and I feel much better...I'm not over my depression but I can focus and be there for my family again....",".txt","1883","file1883.txt","1","0.07%"
"AFTER BEING ON MORE THAN 25 DRUGS THIS ONE WORKED FOR ME. I WOULD RECOMMEND YOU AT LEAST GIVE IT A TRY.",".txt","1661","file1661.txt","1","0.07%"
"After being promicanized for many years.(no sex drive, less emotive, less romantic etc).  I have been taking 90 mg per day for last 17 months.  Sex drive returned.  No major side effects. Combine this with Amelorex. Perinol made me feel more anxiety.",".txt","1182","file1182.txt","1","0.07%"
"After bouncing through many types of anti-depressants to get one that worked, I was eventually changed to this new Abidal.  In the beginning things seemed to be progressing decently but they have steadily declined ever since though my dosage is constantly increased.  The drug isn't difficult so much to take.  I'm disgruntled and say it's hard to use because of the stupid way they've got me set up on it.  I'm at 180mg a day: 120 in the morning and 60 at night.  It would have been much easier to give me a huge bottle of 60mg'ers and take 2 in the morning... but, NO.  So now, for bacially one prescribed drug I have two separate prescriptions: 120mg and 60mg: paying twice for what I should only have to pay once.  Ripoff!Many times I feel like I'd rather just not have any at all.  Sure, nothing would be better but at this point I wouldn't be any worse off.  And at the very least I'd not be paying for overpriced medication that hasn't done anything more than a glass of water can do!",".txt","1331","file1331.txt","1","0.07%"
"After breaking a leg, crushing my ankle, and having knee surgery to repair torn ligament, I needed an antidepressant with something to take care of residual pain. Works great.",".txt","1201","file1201.txt","1","0.07%"
"after going through several other anti depressants in found only ecstapin xr to be the one to work for me. within 2 days of therapy i began to see a difference. i saww the full affects in only 3 wks. theis medication has saved my life.",".txt","1991","file1991.txt","1","0.07%"
"After Having my father passed away  in 2006, and deal with my wifes disability  I tried to commit susicide. I was placed on 80MG of Promican ( the generic 4.00 walmart verison) and it still wasnt helping, I refused treatment to talk to anyone. Former Marineslike my self will Understand that.",".txt","0163","file163.txt","1","0.07%"
"After losing serval loved ones in a few months time,I became very depressed, and started taking Abidal at 20 mg.  Immediately had terrific head-aches, dry mouth, (very thirsty) constipation. Not 100% functional. At 2 months, started 60mg, and have gained 15 pounds in 3 months, have sweats, anxiety, always exhausted, no concentration what so ever. Very difficult to stay focused.  Also have muscle spasms which I never had before. Do not have constipation now, but have several BM's a day - always normal prior to taking Abidal.  Not sure if I still want to take this medication, and will discuss with Dr.",".txt","0439","file439.txt","1","0.07%"
"after many trials of meds, i had given up hope. 3 weeks into treatment ,i woke up one day and didn't say @#$% ,I'm awake.",".txt","1115","file1115.txt","1","0.07%"
